epoch,train_loss,train_acc,test_loss,test_acc
1,1.359987335560248,0.51959905468177,1.0327664984407139,0.6316818774445893
2,1.0348077779167508,0.6348300871974574,0.926412883762275,0.6776401564537158
3,0.8944449699767284,0.6795697172194605,0.8181204466341061,0.71251629726206
4,0.8035893520635863,0.7162415451063483,0.7914016662551651,0.7252281616688396
5,0.735094394002642,0.7419933175780296,0.7561343055815865,0.742503259452412
6,0.6684012146307353,0.7653003015239181,0.7327004789218131,0.7408735332464146
7,0.6257385571606633,0.7791541031700758,0.675554706733261,0.7659713168187744
8,0.5559238905637968,0.800994214000489,0.6739621517555655,0.7734680573663625
9,0.5209925678518347,0.8154184663026648,0.6765540496311412,0.7721642764015645
10,0.4715969740261261,0.8296797327031212,0.6856070839286317,0.7744458930899609
11,0.4482399482577833,0.8409257599217668,0.7534629677700406,0.7669491525423728
12,0.40451694229210455,0.8555129981256622,0.7577403150450297,0.7816166883963495
13,0.37941485869739744,0.8636622932116372,0.7549489524404881,0.7734680573663625
14,0.3346383526402749,0.878412517317252,0.7832542091336058,0.7829204693611473
15,0.31928108861953297,0.8870507701083856,0.7695691046223647,0.7770534550195567
16,0.3056424481149272,0.8910439247005134,0.7963776764067708,0.7812907431551499
17,0.2823246306957646,0.899030233884769,0.8060828350202668,0.7708604954367666
18,0.27438018751332877,0.9036753320837747,0.8131767514476254,0.7790091264667536
19,0.2360429350359886,0.9144324015972618,0.933291397240824,0.7829204693611473
20,0.22952615375036367,0.9179365984842311,0.8690273431475812,0.7855280312907431
21,0.22944953476641428,0.9219297530763589,0.9895130818639305,0.779335071707953
22,0.2249414950473201,0.9176106266807921,0.9223657556587279,0.7773794002607562
23,0.2120746001303706,0.9215222883220602,0.9620422860012527,0.7786831812255541
24,0.18771222636933024,0.9345611604596202,0.9461935857284178,0.7835723598435462
25,0.1688987472686662,0.9396952163637845,1.021679784281779,0.7829204693611473
26,0.16770237045264383,0.940510145872382,1.0406485814625468,0.7838983050847458
27,0.1514210838549159,0.944095835710211,1.04234048891254,0.7767275097783573
28,0.163937858739922,0.9410805965284003,1.0743399493231145,0.7760756192959583
29,0.1581439456120941,0.9436068780050526,1.0598538506295254,0.7682529335071708
30,0.16179446214962565,0.9465406242360036,1.0360913700976615,0.7829204693611473
