epoch,train_loss,train_acc,test_loss,test_acc
1,1.3521629342355916,0.5169097873033982,0.9793400412432685,0.6577574967405476
2,1.0062879694867237,0.6403716078559205,0.8570239545469023,0.6965449804432855
3,0.8839149040024066,0.685926167386521,0.7879586975919532,0.7304432855280313
4,0.7933204113470489,0.7176269252709641,0.7716234094782634,0.7284876140808344
5,0.7290055620068978,0.742156303479749,0.7072072191530598,0.7561929595827901
6,0.655595477296111,0.7701898785755033,0.6701524159743546,0.7702086049543677
7,0.5995526577390577,0.7842066661233803,0.6677091278650614,0.7721642764015645
8,0.5575029339206296,0.8006682421970499,0.6891952336533905,0.766297262059974
9,0.52136991406,0.81044739630022,0.6832129517776558,0.7721642764015645
10,0.47927149376652756,0.8303316763099992,0.6881347069373498,0.7770534550195567
11,0.4487678671697272,0.841496210577785,0.6981487103204839,0.7744458930899609
12,0.4190585622746868,0.8511938717300953,0.7138111852449419,0.788135593220339
13,0.3794230634120282,0.8635808002607774,0.7057423214713473,0.7760756192959583
14,0.35879425618868277,0.8732784614130877,0.6992005502229564,0.7764015645371578
15,0.3269074694452732,0.8829761225653981,0.737198733599587,0.7816166883963495
16,0.3081687815944584,0.8906364599462147,0.7786680330198156,0.7825945241199479
17,0.2873965755096518,0.8982153043761715,0.7902182196078742,0.7829204693611473
18,0.2705072303686697,0.902289951919159,0.8549732208407376,0.7803129074315515
19,0.2680248874302997,0.9075869937250428,0.7638000438701376,0.7953063885267275
20,0.23648257560013422,0.9145138945481216,0.8420085028843588,0.7861799217731421
21,0.23232368462467123,0.9171216689756336,0.9015886370175199,0.7790091264667536
22,0.21457212105686066,0.9244560345530112,0.8655641200178761,0.788787483702738
23,0.2023539941139515,0.9257599217667671,0.9239070171483026,0.7780312907431551
24,0.21556537731038106,0.9219297530763589,0.9328600982643634,0.7845501955671447
25,0.19899083839104195,0.9293456116045962,0.9550295177618869,0.7855280312907431
26,0.18174280704680423,0.9343981745579008,0.9133989521857191,0.7913950456323338
27,0.1626142938755299,0.9405916388232418,1.042360240353133,0.780638852672751
28,0.1639077972276764,0.9400211881672236,1.037192172223928,0.7900912646675359
29,0.18177266193673874,0.9389617798060468,1.0736293864219097,0.7878096479791395
30,0.16384993504607467,0.9412435824301197,1.0731376011648266,0.7936766623207301
